age,gender,weight_kg,height_cm,activity_level,goal,sleep_hours,phone_before_sleep,meals_per_day,junk_food_per_week,water_l_per_day,fruit_veg_servings,stress_score,daily_calorie_need,sleep_quality,diet_score,diet_quality,height_m,bmi,bmr,activity_mult,goal_num,phone_sleep_ratio,diet_score_v2,gender_num,sleep_label,diet_label
48,male,71.6,153.8,light,maintain,6.1,0.0,4,0,2.23,1,3.5902612189394407,1906,avg,2,avg,1.538,30.26915877103833,1442.25,1.375,0,0.0,2,1,0,0
40,female,66.1,174.8,very_active,gain,5.2,45.95773102447123,3,0,0.53,2,3.048654216342099,2863,poor,2,avg,1.7480000000000002,21.633092281993406,1392.5,1.9,1,8.838023497393793,2,0,2,0
25,female,76.0,175.0,active,gain,6.7,12.860794464650024,2,2,2.19,2,2.3167097177397453,2941,avg,1,avg,1.75,24.816326530612244,1567.75,1.725,1,1.9195212753923503,1,0,0,0
28,female,50.5,158.8,light,lose,2.8,79.5877283216704,5,2,3.04,4,2.717760672533822,1279,poor,3,good,1.588,20.025823398409987,1196.5,1.375,-1,28.424178534818523,3,0,2,1
33,male,68.6,169.7,active,gain,6.2,48.44641822930189,4,4,2.53,5,2.5431861663064868,3009,avg,2,avg,1.6969999999999998,23.821024241538243,1586.625,1.725,1,7.813937163768504,2,1,0,0
49,male,71.6,155.3,active,lose,6.4,53.75214581393769,4,5,1.14,2,3.3917238874797806,2025,avg,-3,poor,1.5530000000000002,29.68725964618259,1446.625,1.725,-1,8.398771471119721,-3,1,0,2
43,male,66.3,144.4,active,lose,7.4,47.64350319701585,5,1,2.32,1,2.7349657629787685,1933,avg,1,avg,1.444,31.796487135611297,1355.5,1.725,-1,6.438310372798037,1,1,0,0
44,female,67.9,160.4,moderate,maintain,7.7,43.26722214268454,3,3,2.72,4,3.116285620474738,1963,good,2,avg,1.604,26.391315974403142,1300.5,1.55,0,5.619119029034482,2,0,1,0
42,female,51.0,164.5,active,lose,7.5,41.89970244791827,5,4,1.84,3,2.441667920564804,1583,avg,0,poor,1.645,18.846832531111133,1167.125,1.725,-1,5.58662624817227,0,0,0,2
39,male,74.3,175.8,active,lose,8.2,44.22684107124544,4,2,2.97,0,2.514978622391572,2464,good,-1,poor,1.758,24.040919392059184,1651.75,1.725,-1,5.3935165460645,-1,1,1,2
21,male,77.8,170.6,sedentary,gain,6.8,34.37415820375267,4,0,2.13,3,1.56691713216222,2346,avg,4,good,1.706,26.73139007351476,1744.25,1.2,1,5.055022521872081,4,1,0,1
45,female,75.9,170.8,very_active,gain,5.1,14.588846174854876,5,0,2.49,0,2.4872652457159443,2998,poor,1,avg,1.7080000000000002,26.01752875296853,1440.5,1.9,1,2.8605575126073264,1,0,2,0
18,female,82.5,160.9,light,maintain,7.1,0.5328809079623547,3,2,1.57,1,2.127318278622486,2252,avg,0,poor,1.609,31.86704989530226,1579.625,1.375,0,0.07505363843784736,0,0,0,2
41,male,72.4,165.2,light,maintain,5.9,40.57086810497778,5,3,2.23,5,2.528087275385123,2176,poor,3,good,1.652,26.528853425886304,1556.5,1.375,0,6.876417157383155,3,1,2,1
24,female,75.7,161.6,moderate,gain,5.2,62.28824438217931,2,3,1.79,1,3.924178339586208,2557,poor,-1,poor,1.6159999999999999,28.987660523478095,1486.0,1.55,1,11.97850623147559,-1,0,2,2
19,male,71.9,159.0,moderate,lose,7.8,26.86479604251668,2,3,2.06,1,2.8136500332289955,2018,good,-1,poor,1.59,28.44033068312171,1622.75,1.55,-1,3.4442041792708333,-1,1,1,2
41,male,78.3,164.7,active,gain,5.2,33.785425051564914,4,1,2.35,2,3.387687961966148,2994,poor,2,avg,1.6469999999999998,28.86519951824978,1612.375,1.725,1,6.497195875840199,2,1,2,0
45,female,51.1,170.7,light,maintain,7.9,0.0,2,2,1.4,1,3.77910757549436,1631,good,-1,poor,1.7069999999999999,17.536941687781354,1191.875,1.375,0,0.0,-1,0,1,2
22,female,59.3,164.8,light,gain,5.3,18.65056822598576,2,2,1.97,4,3.615429276118792,2072,poor,3,good,1.6480000000000001,21.834350551418602,1352.0,1.375,1,3.518974473020998,3,0,2,1
24,female,89.0,167.1,sedentary,maintain,6.6,0.0,5,1,3.43,2,3.810688908643604,2097,avg,2,avg,1.671,31.874039525957823,1653.375,1.2,0,0.0,2,0,0,0
21,male,40.5,176.3,light,gain,6.3,1.0150820140538386,3,2,2.73,2,1.8846486485523088,2218,avg,1,avg,1.7630000000000001,13.030179504396315,1406.875,1.375,1,0.16112410363964047,1,1,0,0
22,female,68.3,165.5,moderate,gain,8.5,32.46836457339917,2,3,2.36,2,3.764759103465317,2428,good,0,poor,1.655,24.93588046841485,1446.375,1.55,1,3.819807147481415,0,0,1,2
41,female,84.1,158.0,light,gain,7.8,28.560362376861097,3,3,2.11,2,2.217992747590948,2274,good,0,poor,1.58,33.68851145649735,1462.5,1.375,1,3.661584450676493,0,0,1,2
18,male,68.9,175.1,light,maintain,5.9,49.69141938719993,5,0,2.67,3,3.1203329355048,2464,poor,4,good,1.751,22.47226925235837,1698.375,1.375,0,8.42227304490286,4,1,2,1
18,male,65.1,172.4,sedentary,gain,6.8,49.15507656808791,5,2,1.64,1,4.62950976050456,2251,avg,0,poor,1.724,21.903144362917942,1643.5,1.2,1,7.228686667559006,0,1,0,2
32,female,71.6,173.0,moderate,maintain,8.7,8.150693822430263,3,1,2.48,3,4.095597148754582,2336,good,3,good,1.73,23.923285108089143,1476.25,1.55,0,0.9368612512148291,3,0,1,1
37,male,65.8,175.6,sedentary,lose,8.9,0.0,2,2,1.27,4,3.0330081762277628,1528,good,2,avg,1.756,21.33913792477208,1575.5,1.2,-1,0.0,2,1,1,0
36,male,70.4,174.1,moderate,maintain,5.2,6.288323283194046,3,0,1.55,4,4.422880528503984,2498,poor,5,good,1.7409999999999999,23.22603717947492,1617.125,1.55,0,1.2092927065194883,5,1,2,1
46,male,61.8,170.3,light,lose,8.7,12.235444320975017,4,1,1.76,3,2.70448344243104,1697,good,3,good,1.703,21.30880912375625,1457.375,1.375,-1,1.4063727488048585,3,1,1,1
27,female,83.3,191.5,sedentary,gain,8.6,43.8011022870819,3,2,3.03,4,1.836682311227972,2289,good,3,good,1.915,22.71472298536359,1733.875,1.2,1,5.093150836503613,3,0,1,1
45,female,87.1,158.4,active,lose,7.2,45.31046485435634,3,0,3.0,3,2.960614565352129,2056,avg,4,good,1.584,34.71425109682685,1475.0,1.725,-1,6.293119244616263,4,0,0,1
35,male,68.4,164.7,light,gain,6.9,28.835793950174207,3,4,2.24,2,3.2393102417205832,2361,avg,-1,poor,1.6469999999999998,25.215576590654983,1543.375,1.375,1,4.179099966822354,-1,1,0,2
45,male,53.4,178.7,moderate,maintain,6.3,48.50366740755225,5,1,1.68,2,2.560585288444888,2116,avg,2,avg,1.787,16.72215143317293,1430.875,1.55,0,7.698993604533118,2,1,0,0
20,male,63.7,171.3,moderate,lose,5.4,94.05673247766748,2,0,1.7,0,3.387159057321874,2070,poor,1,avg,1.713,21.708244600457544,1612.625,1.55,-1,17.41791019625135,1,1,2,0
28,female,67.8,176.8,moderate,gain,7.4,27.038365073422632,5,0,2.81,2,4.838161615772253,2493,avg,3,good,1.768,21.690280706783234,1482.0,1.55,1,3.6538326242689196,3,0,0,1
32,male,76.1,171.5,moderate,lose,6.8,24.171430131314267,3,4,1.99,3,2.003301295486388,2203,avg,0,poor,1.715,25.873573086044075,1677.875,1.55,-1,3.554621555395987,0,1,0,2
48,male,57.9,182.4,moderate,maintain,7.6,8.98403163776609,5,3,2.43,4,2.790241596858122,2403,good,2,avg,1.824,17.40319136657433,1484.0,1.55,0,1.1821092704811607,2,1,1,0
44,female,60.8,160.9,moderate,maintain,7.6,37.96984766927658,4,2,2.33,3,3.798341302859818,1961,good,2,avg,1.609,23.48505010465912,1232.625,1.55,0,4.996031930690086,2,0,1,0
47,male,76.1,182.1,light,maintain,10.3,58.43491085542283,2,0,3.46,2,2.443064933689575,2330,good,3,good,1.821,22.949052801216872,1669.125,1.375,0,5.673291765255443,3,1,1,1
28,female,81.3,180.5,sedentary,maintain,8.6,17.53387709516185,2,1,1.57,5,4.740056104616423,2048,good,5,good,1.805,24.953768003621825,1640.125,1.2,0,2.038822680969671,5,0,1,1
34,female,62.5,159.1,active,maintain,7.7,20.22190694677393,5,2,2.18,0,4.194977548888359,2314,good,-1,poor,1.591,24.691055635466785,1288.375,1.725,0,2.6262213403315053,-1,0,1,2
34,female,54.0,175.7,very_active,gain,4.2,16.960710451662983,2,3,1.3,3,2.7518107285351614,2738,poor,0,poor,1.757,17.492433712584415,1307.125,1.9,1,4.038263431761798,0,0,2,2
23,male,109.4,169.6,light,lose,7.5,1.230101117018279,5,6,1.84,3,2.0959258655505373,2366,avg,-2,poor,1.696,38.03344161623354,2044.0,1.375,-1,0.16401346040064246,-2,1,0,2
49,male,79.4,164.5,sedentary,lose,9.1,33.35516189559553,4,5,2.21,2,2.8453796114604195,1545,good,-2,poor,1.645,29.341931430788705,1582.125,1.2,-1,3.66540200331797,-2,1,1,2
22,female,66.8,153.0,sedentary,maintain,6.4,34.248799351270186,3,0,2.47,1,1.0,1684,avg,2,avg,1.53,28.5360331496433,1353.25,1.2,0,5.351374062483769,2,0,0,0
25,male,80.4,160.9,moderate,maintain,9.8,28.96633775259729,3,2,1.23,5,4.051421722036272,2504,good,3,good,1.609,31.055888625240023,1689.625,1.55,0,2.955748448658045,3,1,1,1
19,female,68.5,176.4,sedentary,maintain,7.7,75.97601337066594,4,2,2.4,2,3.7954810493576905,1840,good,1,avg,1.764,22.013718563767153,1531.5,1.2,0,9.86701344203279,1,0,1,0
33,male,80.4,177.3,moderate,lose,7.4,40.00412598300212,4,1,1.31,2,2.5807633033415964,2246,avg,1,avg,1.7730000000000001,25.576350655584854,1752.125,1.55,-1,5.405962240140524,1,1,0,0
37,female,71.9,168.1,active,maintain,5.7,2.089973377409557,2,1,1.72,0,1.6338339202049836,2440,poor,0,poor,1.681,25.444473187930615,1423.625,1.725,0,0.3666619317101097,0,0,2,2
41,female,71.1,177.4,very_active,gain,9.0,45.80794909811327,5,1,2.28,4,2.7334922607749035,2977,good,4,good,1.774,22.592400056433334,1453.75,1.9,1,5.089771556482413,4,0,1,1
29,male,68.6,178.5,sedentary,lose,5.9,21.51349376222873,4,1,0.88,1,2.345948365136972,1571,poor,0,poor,1.785,21.53018069973087,1661.625,1.2,-1,3.6463542569278764,0,1,2,2
23,male,52.6,171.4,very_active,lose,6.3,21.77790079012543,5,3,1.73,1,3.3572582350089952,2495,avg,-1,poor,1.714,17.904578806697266,1487.25,1.9,-1,3.4568091005264012,-1,1,0,2
18,male,93.3,163.5,moderate,maintain,4.6,25.66286852862695,3,1,2.25,4,3.074433699105102,2819,poor,4,good,1.635,34.901663720786686,1869.875,1.55,0,5.578883249944283,4,1,2,1
48,male,58.7,174.0,sedentary,lose,8.2,22.867647402403563,2,2,1.89,4,2.23064139603549,1377,good,3,good,1.74,19.388294358567844,1439.5,1.2,-1,2.7887371480081,3,1,1,1
21,female,53.7,174.4,light,maintain,7.8,36.74830720894307,5,1,1.89,2,4.1799060031092194,1832,good,2,avg,1.744,17.655552983755577,1361.0,1.375,0,4.711320833028491,2,0,1,0
34,female,67.4,176.1,moderate,maintain,7.0,82.88528100139727,4,0,2.67,4,1.4169115948241346,2216,avg,5,good,1.761,21.734076161491284,1443.625,1.55,0,11.840752737234933,5,0,0,1
30,male,58.5,177.8,very_active,maintain,8.0,20.791158736387,2,0,1.3,1,1.5880167093675728,3043,good,1,avg,1.778,18.505139051094428,1551.25,1.9,0,2.5988945171865607,1,1,1,0
35,male,69.4,157.7,sedentary,maintain,7.8,32.22631654703741,4,1,1.23,0,4.171802064981548,1745,good,-1,poor,1.577,27.90590322441855,1509.625,1.2,0,4.131578514802423,-1,1,1,2
22,female,78.3,165.4,sedentary,maintain,6.5,35.857837043610715,3,5,1.28,3,4.01846612630771,1869,avg,-2,poor,1.6540000000000001,28.621391986595093,1545.75,1.2,0,5.516589465695577,-2,0,0,2
47,male,81.9,152.9,light,gain,6.0,17.183375823988513,4,2,2.64,5,2.9006460134796224,2335,poor,4,good,1.5290000000000001,35.03232255743654,1544.625,1.375,1,2.8638954933488363,4,1,2,1
41,male,79.8,176.7,very_active,gain,4.8,19.96394859951677,3,1,1.67,5,3.6271292778492055,3445,poor,5,good,1.767,25.558172225569127,1702.375,1.9,1,4.159155091742016,5,1,2,1
41,male,66.3,168.1,very_active,maintain,6.8,54.837602437798736,4,1,2.75,4,4.030191542174823,2840,avg,4,good,1.681,23.46270615243115,1513.625,1.9,0,8.064352113742151,4,1,0,1
44,male,70.6,173.9,sedentary,maintain,5.3,17.242870397479596,4,2,2.51,5,3.430293741040299,1750,poor,4,good,1.739,23.345626712687746,1577.875,1.2,0,3.253371159265743,4,1,2,1
20,female,74.9,156.7,light,lose,7.2,7.798854036522773,2,0,2.51,4,3.6505743126035264,1575,avg,5,good,1.567,30.503089201376998,1467.375,1.375,-1,1.0831740212984378,5,0,0,1
28,female,48.9,182.6,active,maintain,6.8,74.57316901983089,3,2,1.55,1,2.573050490158128,2146,avg,0,poor,1.8259999999999998,14.665852496913875,1329.25,1.725,0,10.966640890174999,0,0,0,2
30,male,76.8,159.3,moderate,maintain,6.5,0.0,4,0,1.59,2,4.741300461632467,2462,avg,3,good,1.5930000000000002,30.26423276032264,1618.625,1.55,0,0.0,3,1,0,1
21,female,52.5,177.0,very_active,lose,8.4,52.08432467887901,4,2,3.82,0,1.5319166228551542,2241,good,-1,poor,1.77,16.757636694436464,1365.25,1.9,-1,6.200514104567251,-1,0,1,2
43,male,94.5,171.1,active,lose,5.7,24.96470728143688,5,1,2.89,1,2.445203990702421,2615,poor,1,avg,1.7109999999999999,32.27987092150663,1804.375,1.725,-1,4.379772438888498,1,1,2,0
44,male,65.1,168.3,sedentary,lose,4.6,0.0,4,0,3.18,0,3.166967019779378,1362,poor,1,avg,1.683,22.9833196174813,1487.875,1.2,-1,0.0,1,1,2,0
31,male,67.8,167.6,moderate,lose,6.7,20.58054894973976,2,0,0.75,4,3.7116225535890464,2121,avg,4,good,1.676,24.136909678117576,1575.5,1.55,-1,3.071723265375596,4,1,0,1
39,female,60.8,164.3,sedentary,maintain,6.0,24.359004671177395,5,3,1.94,3,2.9112590656806483,1668,poor,1,avg,1.643,22.523114902337475,1278.875,1.2,0,4.059833435223993,1,0,2,0
28,female,62.4,181.7,active,gain,7.2,0.0,3,1,2.68,0,3.0443899061318827,2724,avg,0,poor,1.817,18.900562746082148,1458.625,1.725,1,0.0,0,0,0,2
49,female,97.3,170.1,moderate,maintain,5.8,40.69624873650726,2,2,2.73,3,2.6745006588307656,2618,poor,2,avg,1.7009999999999998,33.62824579102586,1630.125,1.55,0,7.0165933999851475,2,0,2,0
44,female,81.3,158.6,very_active,maintain,7.5,38.17876250745351,2,2,2.73,1,3.3948987027711066,2853,avg,0,poor,1.5859999999999999,32.32095463298821,1423.25,1.9,0,5.090500988927003,0,0,0,2
27,female,51.4,166.5,very_active,maintain,5.7,21.29156846302486,5,3,2.48,0,2.027013253339084,2536,poor,-2,poor,1.665,18.54106358610863,1258.625,1.9,0,3.7353622329232676,-2,0,2,2
36,male,88.1,171.2,sedentary,maintain,5.7,41.83564949003106,2,2,2.3,1,3.4900404907668587,2217,poor,0,poor,1.712,30.058574984714824,1776.0,1.2,0,7.339586342183283,0,1,2,2
35,male,84.3,178.1,sedentary,maintain,7.8,35.102486966644605,4,1,2.37,4,2.820420665307479,2293,good,4,good,1.781,26.57661932161209,1786.125,1.2,0,4.500318264913633,4,1,1,1
23,female,66.6,164.6,light,maintain,6.9,62.34182364397513,5,1,2.56,4,2.7104120838136163,1856,avg,4,good,1.646,24.58185017915961,1418.75,1.375,0,9.035045595497033,4,0,0,1
44,female,73.7,165.2,active,lose,5.5,3.0508825976346188,5,0,1.8,5,2.3704867841840462,1943,poor,6,good,1.652,27.005200241544483,1388.5,1.725,-1,0.5547058259870532,6,0,2,1
46,female,69.8,170.2,active,maintain,5.8,22.684916228018587,2,4,2.9,5,2.7794012031699427,2398,poor,2,avg,1.702,24.095520442529075,1370.75,1.725,0,3.911191778763243,2,0,2,0
32,male,93.7,177.9,very_active,maintain,6.5,55.0277955299316,3,1,2.68,0,3.632798267646371,3671,avg,0,poor,1.7790000000000001,29.606542635159236,1893.875,1.9,0,8.465813394479724,0,1,0,2
38,female,60.4,157.7,moderate,lose,5.5,43.533268589401416,3,2,2.0,3,1.4073450129987002,1572,poor,2,avg,1.577,24.286982056986748,1238.625,1.55,-1,7.9151383044114745,2,0,2,0
47,male,71.8,174.5,light,lose,6.6,0.0,3,3,2.09,1,4.7603012357187255,1689,avg,-1,poor,1.745,23.57944516054876,1578.625,1.375,-1,0.0,-1,1,0,2
27,male,64.9,165.8,sedentary,lose,6.7,0.0,3,1,1.86,1,2.789506669983586,1532,avg,1,avg,1.6580000000000001,23.608894114291783,1555.25,1.2,-1,0.0,1,1,0,0
22,female,52.8,167.1,sedentary,maintain,5.8,30.019048142185277,2,0,1.38,2,4.257968084529809,1450,poor,2,avg,1.671,18.909542550231155,1301.375,1.2,0,5.175697063187623,2,0,2,0
43,male,96.3,188.0,moderate,maintain,7.8,70.99543854597414,4,3,2.3,1,3.358093329554813,3107,good,-1,poor,1.88,27.24649162516976,1928.0,1.55,0,9.101978133845641,-1,1,1,2
46,male,55.8,168.2,active,lose,5.7,19.206650868700336,4,0,3.12,0,2.1547319394325006,1939,poor,1,avg,1.682,19.723419687507512,1384.25,1.725,-1,3.36958728054615,1,1,2,0
22,female,72.6,176.8,light,lose,8.6,46.2234378386719,5,1,1.59,5,3.309080592172496,1725,good,5,good,1.768,23.22587580106877,1560.0,1.375,-1,5.374817728355136,5,0,1,1
27,male,49.1,176.5,active,lose,6.7,32.065041185603974,4,2,2.66,2,1.975615269857464,2078,avg,1,avg,1.765,15.761301350624755,1464.125,1.725,-1,4.7858263283250215,1,1,0,0
45,female,65.2,159.4,light,gain,6.1,44.472368092626624,3,1,2.78,1,4.200146429080699,1917,avg,1,avg,1.594,25.66084548550162,1262.25,1.375,1,7.290550951159947,1,0,0,0
22,male,75.1,153.4,light,maintain,7.7,56.76839226011022,5,2,2.31,1,2.3569428468643125,2311,good,0,poor,1.534,31.91458619828009,1604.75,1.375,0,7.3725175178691815,0,1,1,2
20,female,60.1,177.4,light,lose,7.0,53.60489755010165,3,2,1.62,0,2.4256773195368093,1682,avg,-1,poor,1.774,19.097092030824804,1448.75,1.375,-1,7.657841413180034,-1,0,0,2
40,female,77.0,160.2,light,maintain,8.0,52.72551895680583,5,4,2.21,1,3.70723377097477,1944,good,-2,poor,1.6019999999999999,30.003070444092206,1410.25,1.375,0,6.590689045764599,-2,0,1,2
23,male,66.8,155.0,active,lose,4.4,14.626450502214674,5,1,1.22,0,2.821808269505728,2327,poor,-1,poor,1.55,27.804370447450566,1526.75,1.725,-1,3.3241925404595754,-1,1,2,2
21,female,83.9,179.2,light,maintain,7.7,26.21933459891146,5,1,1.35,2,2.8102078103984467,2404,good,1,avg,1.7919999999999998,26.126783721301027,1693.0,1.375,0,3.405107947247209,1,0,1,0
35,male,86.3,160.8,light,lose,6.3,42.962743512795576,2,3,2.52,5,3.028836961413559,1980,avg,3,good,1.608,33.37633969456201,1698.0,1.375,-1,6.819482014811676,3,1,0,1
45,male,63.0,163.0,active,gain,7.0,42.06102728803265,3,0,2.31,5,4.877689634218569,2698,avg,6,good,1.63,23.711844630960897,1428.75,1.725,1,6.008717325616474,6,1,0,1
26,female,70.9,187.8,very_active,gain,6.9,44.86789037465818,2,1,1.14,1,1.118306290783922,3323,avg,0,poor,1.8780000000000001,20.10273090921051,1591.75,1.9,1,6.502591865516857,0,0,0,2
34,male,72.2,155.1,moderate,maintain,8.8,0.0,2,2,0.89,2,2.206492936030876,2442,good,0,poor,1.551,30.013289818220066,1526.375,1.55,0,0.0,0,1,1,2
46,female,77.4,158.7,light,maintain,4.6,59.92659781005683,5,3,3.05,4,2.798815445109216,1774,poor,2,avg,1.587,30.73173695062554,1374.875,1.375,0,13.02751843098661,2,0,2,0
30,male,70.2,165.9,sedentary,maintain,9.1,0.0,3,1,2.15,1,2.981430465677889,2049,good,1,avg,1.659,25.506116562952695,1593.875,1.2,0,0.0,1,1,1,0
44,male,72.3,167.8,sedentary,gain,7.9,11.22762840808248,4,0,1.72,5,2.667017814740938,2105,good,6,good,1.6780000000000002,25.677597344020132,1556.75,1.2,1,1.421218605932136,6,1,1,1
32,female,67.1,162.0,sedentary,maintain,7.2,34.88291250577011,3,3,1.66,2,2.334520264564923,1736,avg,0,poor,1.62,25.56774881877762,1362.5,1.2,0,4.8448482862391415,0,0,0,2
47,male,71.4,159.6,active,lose,5.1,29.264716097022525,5,2,2.41,3,3.4292384463057908,2230,poor,2,avg,1.5959999999999999,28.030602822846596,1481.5,1.725,-1,5.738178501734122,2,1,2,0
37,male,85.6,183.6,sedentary,lose,4.8,65.4680398061503,5,0,2.11,3,2.652687874134882,1866,poor,4,good,1.8359999999999999,25.39384187468258,1823.5,1.2,-1,13.639172118120454,4,1,2,1
34,male,77.8,172.4,light,lose,6.3,0.7303631377405146,5,1,2.07,0,4.708463827775576,1972,avg,0,poor,1.724,26.176108009754472,1690.5,1.375,-1,0.11593063838252005,0,1,0,2
30,male,78.4,175.3,moderate,maintain,7.8,20.89766640898784,3,1,0.57,3,4.353666439574294,2548,good,2,avg,1.7530000000000001,25.512453754609894,1734.625,1.55,0,2.6791876576666898,2,1,1,0
49,male,78.7,168.8,active,lose,7.0,0.0,5,1,3.13,2,2.7425242504588088,2341,avg,2,avg,1.6880000000000002,27.620392623705662,1602.0,1.725,-1,0.0,2,1,0,0
33,male,68.2,172.6,sedentary,maintain,7.8,33.29000948808199,5,0,2.96,5,2.8232199885401346,1825,good,6,good,1.726,22.89300440807821,1600.75,1.2,0,4.267949387196488,6,1,1,1
39,male,73.8,178.4,light,maintain,5.1,24.79783665013321,3,0,2.16,1,1.7088445892731043,2421,poor,2,avg,1.784,23.188179935249046,1663.0,1.375,0,4.862319958394755,2,1,2,0
21,male,57.0,161.0,light,gain,7.1,0.0,4,0,2.78,0,3.232307271819472,2329,avg,1,avg,1.61,21.98989236526368,1476.25,1.375,1,0.0,1,1,0,0
22,female,85.2,172.4,light,maintain,8.4,62.72956345348265,2,0,3.41,5,2.478559087518382,2406,good,6,good,1.724,28.665866355155284,1658.5,1.375,0,7.467804284009329,6,0,1,1
22,male,36.6,176.3,light,maintain,8.9,56.99983094364684,2,1,1.75,0,3.435413863438315,1804,good,0,poor,1.7630000000000001,11.775421478047042,1362.875,1.375,0,6.404474667322717,0,1,1,2
26,male,69.0,183.9,moderate,maintain,5.4,31.80215708307104,2,0,1.95,5,1.706720981224385,2637,poor,6,good,1.839,20.402605501429516,1714.375,1.55,0,5.889287258108108,6,1,2,1
34,female,83.7,187.5,sedentary,gain,6.5,58.46228349575949,4,0,2.03,4,3.9109963218884554,2235,avg,5,good,1.875,23.808,1677.875,1.2,1,8.994196077163602,5,0,0,1
30,female,53.6,170.6,light,lose,6.6,27.689149169190088,4,0,1.17,0,2.837818047512053,1397,avg,0,poor,1.706,18.41648467789706,1291.25,1.375,-1,4.195324996040165,0,0,0,2
19,female,74.8,180.2,sedentary,lose,6.2,47.84371952133805,5,2,1.25,4,4.382556878542111,1477,avg,2,avg,1.8019999999999998,23.035201976839154,1618.25,1.2,-1,7.716727710421022,2,0,0,0
30,male,61.8,146.0,very_active,maintain,8.2,51.57749371396088,4,1,2.34,5,3.043853812168804,2596,good,5,good,1.46,28.992306248827173,1385.5,1.9,0,6.289937490734561,5,1,1,1
39,female,65.6,184.0,moderate,maintain,10.7,3.284925867741673,5,0,2.18,3,2.495329154146537,2369,good,4,good,1.84,19.37618147448015,1450.0,1.55,0,0.3070023888541388,4,0,1,1
38,female,81.4,163.5,active,maintain,5.6,40.81153018239516,2,1,3.4,3,2.6506288365448425,2430,poor,3,good,1.635,30.45011175639911,1484.875,1.725,0,7.287771945468432,3,0,2,1
44,male,72.4,167.8,sedentary,maintain,7.6,34.20972764565069,2,2,2.23,3,1.2407769188687612,1843,good,2,avg,1.6780000000000002,25.713112693043676,1557.75,1.2,0,4.50127936110149,2,1,1,0
40,male,45.6,174.0,active,lose,7.4,4.397586747356094,4,0,3.43,0,3.4817537592755783,2025,avg,1,avg,1.74,15.061434799841459,1348.5,1.725,-1,0.5942683990659047,1,1,0,0
36,female,58.3,168.6,light,lose,7.4,0.0,2,3,0.75,2,4.848695759087982,1410,avg,-1,poor,1.686,20.50942166948803,1295.75,1.375,-1,0.0,-1,0,0,2
20,female,81.7,171.8,sedentary,gain,8.7,42.44746775644509,4,1,1.51,4,1.811550823683529,2174,good,4,good,1.7180000000000002,27.68061516694426,1629.75,1.2,1,4.879018721543262,4,0,1,1
27,male,75.4,184.3,moderate,lose,7.5,22.95214575622357,2,1,2.1,4,1.3664498304102324,2306,avg,4,good,1.8430000000000002,22.19834901987223,1775.875,1.55,-1,3.060285692791717,4,1,0,1
19,male,91.0,166.5,moderate,maintain,4.2,0.0,3,1,2.8,0,5.0,2878,poor,0,poor,1.665,32.825618411204,1860.625,1.55,0,0.0,0,1,2,2
49,male,90.2,160.2,very_active,maintain,5.1,44.487012280507926,4,0,1.79,2,1.8284673663179256,3129,poor,3,good,1.6019999999999999,35.14645394879373,1663.25,1.9,0,8.722941874032559,3,1,2,1
30,male,65.9,186.3,moderate,lose,5.6,53.370898239006095,3,1,2.57,0,3.321785862307248,2189,poor,0,poor,1.8630000000000002,18.98714665251418,1678.375,1.55,-1,9.530515840801831,0,1,2,2
36,male,100.0,174.7,sedentary,lose,6.0,0.723472383205543,5,2,2.94,4,3.5599417071451644,1995,poor,3,good,1.7469999999999999,32.76530311673393,1916.875,1.2,-1,0.12057871043780542,3,1,2,1
43,female,70.3,187.3,light,maintain,6.8,29.96139164112023,4,3,2.97,2,3.0079080476423568,2142,avg,0,poor,1.8730000000000002,20.039171877658998,1497.625,1.375,0,4.406086358093217,0,0,0,2
34,male,58.4,177.8,light,maintain,6.7,67.96063119137257,5,5,3.44,3,1.4471521505500673,2053,avg,-1,poor,1.778,18.47350633476777,1530.25,1.375,0,10.143376275820343,-1,1,0,2
38,male,62.4,158.1,sedentary,lose,4.6,7.2149729818684385,5,0,0.96,5,4.435993366835959,1312,poor,5,good,1.581,24.96438374578576,1427.125,1.2,-1,1.5684720463905202,5,1,2,1
31,male,42.9,175.8,moderate,lose,4.9,72.67938411705315,5,3,1.72,3,2.678901990967346,1648,poor,1,avg,1.758,13.880961533234709,1377.75,1.55,-1,14.832524343781387,1,1,2,0
48,male,89.3,161.1,light,lose,4.2,21.90470006039508,2,2,3.51,5,4.337038811374158,1805,poor,4,good,1.611,34.40807514754437,1664.875,1.375,-1,5.215403534521796,4,1,2,1
29,male,89.1,170.1,active,lose,5.0,28.24558360247671,3,0,1.46,3,4.218840997025099,2677,poor,3,good,1.7009999999999998,30.794210688390585,1814.125,1.725,-1,5.649115590672224,3,1,2,1
38,female,57.8,169.3,moderate,lose,8.3,0.0,2,4,1.58,1,5.0,1593,good,-2,poor,1.693,20.165728797463164,1285.125,1.55,-1,0.0,-2,0,1,2
29,male,67.3,155.4,light,maintain,6.6,0.0,4,2,1.99,1,3.307691343060052,2090,avg,0,poor,1.554,27.86846416190045,1504.25,1.375,0,0.0,0,1,0,2
28,female,71.1,162.7,sedentary,lose,5.8,13.600941154197038,2,1,3.15,3,2.494391089500509,1383,poor,3,good,1.6269999999999998,26.859287930433318,1426.875,1.2,-1,2.344989449863377,3,0,2,1
